Goblins,https://github.com/LuizGOCunha/goblins,A small simulation of some goblins in a cave that runs in a terminal
Annoying Site,https://github.com/LuizGOCunha/annoying_site,A site that I built as a prank for some of my friends
Django Login,https://github.com/LuizGOCunha/django_login,A django site that I built some time ago so I could practice creating a login process
Movie Buffs,https://github.com/LuizGOCunha/movie_buffs,A django project that searches for movie data through an external API
Nergalia Trading,https://github.com/LuizGOCunha/Nergalia_trading,A simulation of market and map navigation based on my books lore
